tconst,convert_text,genres
tt5697990,zani lipk famili effort save jew world war ii rise child tragic histor situat,History
tt8908006,polic hire convict bank robber crack ministri interior vault final day hungarian revolut find insid quit differ expectingth key vault ministri intern affair lost confus revolut hungari day battl independ violent put polic pull former bank robber prison ask open uncrack safe convict howev find someth differ behind vault door expect excit plot unfold full unexpect twist noth one seem,"Crime,History,Thriller"
tt7654492,rage british colon sri lanka continu civilian new hope new activist,"Biography,Drama,History"
tt8901940,second part trilog life dominican playboy porfirio rubirosa,"Drama,History"
tt7231546,dread rich corrupt rever poor downtrodden kayamkulam kochunni robin hood sort chronicl life time legendari th centuri highwayman rose humbl begin,"Action,Drama,History"
tt6941770,follow global financi crash four student travel andalucia investig spain youth unemploy crisi,"Adventure,Comedy,Drama"
tt6466058,group determin midwestern women begin provid safe illeg abort period drama base true storybas true stori chicago imagin world abort punish prison get birth control nearli imposs result women die everi day take matter hand pregnant student univers chicago attempt take life rose cait cortely janic codi horn find doctor will perform procedur secret save woman life spark experi rose janic form jane collect secret organ help women obtain safe illeg abort oper like spi network complet blindfold code name jane help thousand women ca nt hide polic forev,"Drama,History"
tt6931170,yoonyeong harbor feel songhyeon friend wife find divorc yoonyeong songhyeon take trip gunsan whim find lodg inn middleag owner live autist daughter leav room four becom starcross lover citi gunsan,"Drama,History,Mystery"
tt6864078,king christian iv denmark die weak feebl travel toward copenhagen hors carriag see belov capit one last time along way christian send former wife kirsten munk held captiv sever year follow violent divorc christian want kirsten sign document state act betray hope restor good name return promis set free reunit woman love loath past set fire film dive tempestu marriag christian kirsten fall love bitter hatr sin jealousi reconcili,"Drama,History"
tt6283474,fascin histor drama look life czech schindler zdenek toman controversi figur unsavori politician dubiou entrepreneur also savior hundr european jew,"Biography,Drama,History"
tt5963314,chairman board man desper woman cling dream stori sinatra never told ava gardner woman save break base true storiesth steel line sex tension palpabl throughout harrow heartstir hollywood romanc frank sinatra ava gardner sinatra former king swoon enchant million bobbi soxer downturn career golden voic compromis hemorrhag vocal cord reput lambast press parad alleg mafia connect liber sympathi extramarit affair midst despair fall hard fast gardner mgm sultri starlet share procliv passion whiskey obstinaci sexual infidel equal desir maintain interest mercuri gardner almost sacr infatu aim attain role privat angelo maggio columbia pictur etern sole ray hope salvag career acknowledg long shot due question act chop heretofor box offic bomb sinatra activ campaign role divorc wife nanci enter sexual charg suspicionfil marriag gardner mark infidel ava abort frank suicid attempt hapless romanc parodi press play acclaim director michael oblowitz impecc styliz film use locat rome itali hollywood ca sinatra palm spring home bring frank ava life addit introduc rico simonini emili elicia low titl role film also featur eric robert luka haa richard portnow domenick lombardozzi neil sandiland jonathan silverman terri moor legendari harri dean stanton last featur film appear,"Biography,Drama,History"
tt10396038,mata dream studi music far dictatorship environ demand matur desert first adult act,"Drama,History"
tt9025104,humor account origin nation belgium pivot role first king lopold,"Animation,Comedy,History"
tt7960458,call hero villain histori get buri dead resurrect sometim thread human get drawn blur stori could cloth world one day stitch togeth fallen flag,"Biography,Drama,History"
tt7125774,balloon german thriller deal cross inner german border famili strelzyk wetzel gdr west germani homemad hotair balloonin summer thringen east germani two famili put togeth crazi plan desper leav ddr west plan flee homemad hot air balloon sew tinker week amateur make first attempt meter west german border balloon suffer rain crash land luckili manag avoid caught polic howev wreckag escap attempt found trigger desper manhunt tension rise famili determin tri race time ensu one hand author desper track traitor becom awar second attempt plan wouldb escape consciou search draw ever nearer need build robust weatherproof balloon avoid leav mani clue,"Drama,History,Thriller"
tt5670732,stori porfirio rubirosa dominican playboy suspect spi,"Drama,History"
tt7368668,ether stori militari medic doctor experi scienc begin th centuri order get power peopl,"Drama,History,Thriller"
tt5687414,central itali poor farmer name terenzio grossi manag form gang compos young rebel goal tri revolt newli form piedmont state disillus polit hunger everincreas tax unwil particip mandatori draft armi gang seiz pesaro urbino provinc help growingli restless angri popul two year crime violenc murder expens richest noblest gang rise fortun spite coward unprepar local author one soldier pick fight stand fearless line duti brigadi reali carabinieri determin captur terenzio gang mate cost irrepress man great integr brigadi grow awar poor condit villag area law start make compromis fight crime conscienc upright challeng,"Adventure,Crime,Drama"
tt10322976,tradit narr gross centuri take viewer cinemat walk th centuri film star fiction film take place chronolog year begin end,History
tt7240616,two men earli middl age come pagan land one bring christian find way live choos two differ way reach pagan fight dialogu forc one die,History
tt7046524,set joseon stori depict battl gain propiti site graveon ancestor tomb spot could chang one destini jaesang cho seungwoo prodig geomanc lose famili tri stop kim famili conquer korea get hand propiti tomb spot year later heungsun fallen royal famili come jaesang suggest oust kim famili power two men decid work togeth soon reach conflict learn tomb spot would produc two king famili,History
tt6712374,film tell stori prussian famili von krauss live puck area well love kashubian boy mateusz german aristocrat marita set script depict complic fate three nation inhabit former polishgerman borderland northern kashubia line border versail first world war divid land also peopl german kashub pole caus riot often hatr script goe four decad show complex attitud choic peopl make prussian antipolish fought kashubian patriot end mass murder commit thousand kaszubian forest near piasnica,"Drama,History,Romance"
tt7339792,next amaz chapter olympian world war ii hero loui zamperini power true stori forgiv redempt amaz gracewhen war end battl began base laura hillenbrand bestsel book unbroken path redempt begin unbroken end share next amaz chapter olympian world war ii hero loui zamperini power true stori forgiv redempt amaz graceth film begin movi unbroken conclud share next chapter stori olympian world war ii veteran loui zamperini haunt nightmar torment louie see anyth herothen meet cynthia young woman captur eyeand heart louie quest reveng drive deeper despair put coupl brink divorc cynthia experi billi graham lo angel crusad find faith jesu christ renew commit marriag louie find forgiv wartim captor,"Biography,Drama"
tt6058070,direct christoph annino silent time roaringtwenti escapad set small new england town stori center oliv henri iii play westerli nativ geoff blanchett smalltim crook turn vaudevil theater owner humbl begin england immigr us search happi fast cash becom acquaint peopl walk life burlesqu perform mime hobo classi flapper girl fortun rise life spin ever control film love homag silent film featur wide cast charact base archetyp person common film charli chaplin marinka amazon thoma inch anni oakley buster keaton orson well keyston cop gypsi rose lee mani much comedi inspir benni hill monti python notabl first silent featur film kind year film speed sped match film speed film featur talent drawn mystic new london westerli notabl talent featur film wwe legend brian blair olga kurkulina star kick ass queen paranorm kadrolsha ona carol ric silver creator electr slide danc wwe legend ron bass film highlight american burlesqu vaudevil peak film highlight american burlesqu vaudevil peak film shot bermuda martha vineyard nantucket florida montana virgin island new england rhode island connecticut ireland new york brooklyn coney island mexico canada tom river new jersey variou part georgia,"Comedy,Drama,Fantasy"
tt8972568,revisit final moment mysteri death brazilian presidenttob tancredo nevesth mysteri surround tancredo neve death reveal year death pacient transport us last day recent elect presid reliv anguish fear anxious politician destini presid futur countri base book namesak historian lui mir film reveal behind scene medic report stori rock brazilian polit chang destini countri,"Drama,History,Thriller"
tt8553192,world war rage philipp draftdodg quebec take refug american west surviv compet charli chaplin imperson contest philipp make long journey home encount variou charact sway destruct mad born chaotic time voyag violent fascin hallucinatori initi darker side american dream,"Drama,History"
tt7318102,earli th centuri african slave boy chosen european comtess baptiz educ reach adulthood angelo achiev promin becom viennes court mascot decid secretli marri white woman,"Drama,History,Romance"
tt8947034,man accident caus death son best friend man wrack grief run woodsin thcenturi summer two larg famili gather annual fish retreat farremov island haida gwaii adiitsii charm nobleman accident caus death best friend kwa son hasten wilder adiitsii torment done spiral insan becom gaagiixid supernatur craze hunger unexpectedli surviv winter next year gather famili tri convert gaagiixid back adiitstii,"Drama,History"
tt7548328,septemb day chao break part itali torment war marshal badoglio head italian govern manag get alli forc agre armistic flee rome along king leav itali pandemonium armi longer tell enemi side stori becom tragedi soldier left defens also especi civilian istria fium giulia dalmatia must face new adversari tito partisan steadili advanc driven antiitalian rage dramat histor context norma cossetto emerg key figur young istrian woman student univers padua barbar rape murder tito partisan chosen brutal crime guilti italian,"Drama,History"
tt7490368,twilight eighteenth centuri adventur singular pair form small orphan mysteri origin young italian mistress equal uncertain birth,"Drama,History,Romance"
tt7073522,intertwin fate histor figur men women french revolut meet newli establish assembl national,"Drama,History"
tt5461944,true stori taj hotel terrorist attack mumbai hotel staff risk live keep everyon safe peopl make unthink sacrific protect familiesa grip true stori human heroism hotel mumbai vividli recount sieg fame taj hotel group terrorist mumbai india among dedic hotel staff renown chef hemant oberoi anupam kher waiter academi awardnomine dev patel slumdog millionair choos risk live protect guest world watch desper coupl armi hammer call name nazanin boniadi homeland forc make unthink sacrific protect newborn child,"Drama,History,Thriller"
tt5149490,atmospher arthous folk tale set hill wale industri revolutionin stark beauti th centuri snowdonia young girl tri desper hold home togeth struggl mother mysteri ill father absenc ruthless mine compani encroach land grow dark begin take grip home suspici local commun turn gwen famili,"Drama,History,Mystery"
tt9109206,secret diari simon petliura take unpreced look shortliv ukrainian peopl republ declar independ ukrain later assassin unr chairman symon petliura pari orchestr kremlin start soviet occup ukrain,"Biography,History"
tt7188002,itali go war stori encount goatherd call lucia commun young northern european led seybu town young doctor uniqu island capri,"Drama,History"
tt4951982,film follow kursk submarin disast government neglig follow sailor fight surviv famili desper battl polit obstacl imposs odd save,"Action,Drama,History"
tt7280898,threepart stori norway worst terrorist attack seventi peopl kill juli look disast survivor norway polit system lawyer work horrif casein norway juli rightw terrorist ander behr breivik murder young peopl attend labour parti youth camp utya island outsid oslo threepart stori survivor attack polit leadership norway lawyer involvedth true stori aftermath norway deadliest terrorist attack juli peopl kill farright extremist deton car bomb oslo carri mass shoot leadership camp teen juli use len one survivor physic emot journey portray countri path heal reconciliationbas real life tragedi norway peopl kill terrorist attack far right extremist follow one survivor physic emot struggl attack well trial terrorist trial show norway legal system tri preserv human right singl perpetr execut worst massacr norway,"Crime,Drama,History"
tt5311542,german artist kurt barnert escap east germani live west germani torment childhood nazi gdrregimeyoung artist kurt barnert tom schill fled westgermani continu torment experi made childhood youth nazi year gdrregim meet student elli paula beer convinc met love life begin creat paint mirror fate also trauma entir gener,"Drama,History,Romance"
tt9870612,randi read excerpt new book go lengthi tangent vegan artist express gumtre much,Comedy
tt9702912,art inform documentari journey form year greatest filmmak never heard learn best best,Comedy
tt9609886,take place nigerian slum tunji fast talk teenag borrow nononsens uncl car get friend chikodi effiong abraham join joyrid around neighborhood thing turn sour crash car hour rais requir fund fix vehicl tunji uncl get back work resort avenu known one order get quick money,Comedy
tt9335854,day job mockumentari comedi base roughli yet wryli life filmmak rob skinner rob live secret doubl life big law firm partner day stage perform night oneman show midlif crisi cabaret juvenil meant kid rob famili put show boss know noth proteg caught middl day job tell stori night two world collid rob must decid will risk lose chanc,Comedy
tt9309568,three quirki middleag best friend rollercoast struggl chao discov never late achiev wildest dream,Comedy
tt9248858,bonni senguptai careless youth spend life without goal one fine day fall love girl name koushani mukherje father condit marri daughter,Comedy
tt9158346,two first time robber plan steal hous coupl marit issu,Comedy
tt9153044,summer wo nt forget two broke colleg student start film parti money hello dollar sign goodby moral welcom night club scene,"Comedy,Drama"
tt9112596,littl gnome kidnap anastasia secret timetravel propheci gluesnif mission evil sheikha,"Comedy,Fantasy"
tt9078968,claudia antonio marri year agit discuss undergo magic transform trap bodi learn live harmoni,Comedy
tt9000448,three friend tri break film industri make featur film two break quicker director tri finish citizen kane,"Comedy,Drama"
tt8997186,two friend compens dull live intrud live other take task turn handl,"Comedy,Drama"
tt8970000,neither phillip perform lyric theatr hometown lo angel ca special even refreshingli intim set perform includ standup music special guest tie togeth phillip uniqu brand humor,Comedy
tt8956976,friend nt enough sometim get involv,"Comedy,Drama"
tt8922582,time chang danni abl refus chang ittim chang danni abl refus chang spend five year slump final get opportun back top think wisdom friend famili put everi penni reviv old ghost hunt show noth els lose danni will everyth make sure success,"Comedy,Drama"
tt8914998,dumbest reveng plot two dumbest brother aveng father murder film showcas reveng saga gangaraju son ardent follow friend foe hooligan jagannatham attempt aveng father death serendip accompani gangaraju son,Comedy
tt8912188,comedi platon love triangl woman best friend therapist,"Comedy,Mystery"
tt8892468,mockumentari disgrac public access realiti televis produc game show produc explor pitfal tri make hollywood sheer ridicul realiti program,"Comedy,Drama"
tt8889822,new owner local tv news station determin turn fail station around despit frantic goingson less stellar crew includ anchor report old colleg friend becom estrang rival result huge live broadcast snafu year earlier station problem escal get involv bigtim produc foreign investor idea cash,Comedy
tt8887958,film revolv around man return homeland kuwait reunit friend univers,Comedy
tt8887736,intern organ tri kidnap mustafa egyptian cancer aid medicin research,Comedy
tt8824506,messeng come foreign land bring cooki strang messag insid chines fortun cooki known around world except actual chines look hijink small expat commun citi western china,"Comedy,Drama"
tt8819206,stori two cousin tri becom actor,Comedy
tt8819182,immor love independ italian film remak lowlif low eiji uchida,Comedy
tt8803878,checco splendid loser like gangster like movi angi young woman desper tri normal find drag lifethreaten plot one save togeth forg best creation baron,"Comedy,Mystery"
tt8803420,set year denver music scene group four friend meet talk favorit dead musician,"Comedy,Fantasy"
tt8797000,aspir comedian learn embrac queer find comed voic importantli commun,Comedy
tt8708518,young artist tragic accid live one dreami last day visit peopl life new york citi,"Comedy,Drama"
tt8691424,stori base real event journey popular moscow actor shoot film yakutia eye see mysteri world olonkho cultur sakha republ contemporari yakut film tradit nation uniqu island creativ differ peopl unit creat rather destroy,"Adventure,Comedy"
tt8677110,choi famili gyeonsang provinc well known uptight gener gener first son hyeongju choi today day ancestr rite father mother rite honor parent becom catastroph sometim realist sometim joy real famili comedi drama good day,"Comedy,Family,Fantasy"
tt8662598,unintellig selfcent spoil high school senior alreadi know someon go make documentari someday decid make use phone,Comedy
tt8619830,fresh studi freud pari miu datong return china spread word psychoanalysi instead discov radic think love yin ben becom polit prison control sinist judg di free yin ben miu forc make deal wherebi use new psychoanalyst skill interpret dream women find judg perfect virgin maiden,Comedy
tt8608888,stori seven young filmmak one penthous apart nine hour film student capston owner arriv back work everyth anyth could go wrong,"Comedy,Drama"
tt8585430,refuge camp around kutupalong bangladesh rohingya commun persecut militari myanmar found hospit young man salman famili place assign forc ask hospit among famili hous barrack young man look way situat happili manag escap field make variou makeshift job meet israt daughter rich landladi found accommod exchang work know condit poverti remain fascin cultiv gener tempera young man time time teach volunt children around shelter camp two fall love wish girl famili,"Comedy,Drama"
tt8564100,five someth sister coupl romant interest friend dad journal daytoday live hurdl play honest funni support convers support though sometim veil banter jonathan cautiou romant pursuit cowork hinder confid shortfal tri bridg artifici forc function trevor saddl impos intellect nate heavi bring panick depress antisoci tendenc andi lauri deal impression loss father hold withhold key result struggl hindranc failur person relationship interact present hyster reflect concern adapt allison jill bout selfhonesti dave allison make unknow contribut closur owe andi lauri jill jonathan ultim find bridg jonathan confid follow stupid smart end forc function glimps human commentari problem solut often resid,Comedy
tt8545442,occulu vr film get decid happen next wake next girlfriend birthday thing go downhil find cheat nt worri friend help hook rachel sexi play girlnextdoor type fun juggl tri keep new girlfriend ex tri get back togeth,Comedy
tt8521506,anxiou colleg student tri get anxieti,"Comedy,Drama"
tt8517648,presid unit state oceania decid launch nuclear strike destroy obedi feder ten day topsecret memo captur dr young avoid leak presid order captain sam payn forc doctor take life eightyearold girl ting ting diagnos malign brain cancer three month live father will save daughter cost includ sell organ leader obedi feder aim nuclear arsen oceania readi reduc burn inferno perish togeth even danger nuclear crisi obedi feder put major nuclear power edg prepar accident attack miscalcul misfir caus worldwid nuclear catastroph howev everybodi believ oldtim war hero jack feng solv crisi like problem jack longer serv countri even presid get work govern end jack wrote script ting ting presid direct act everybodi eager see complic unsolv problem diffus,"Comedy,Drama"
tt8496418,meet new peopl visit new place new experi break work break restrict korea,"Comedy,Drama"
tt8484614,ghost madhubala fall love man kishor kumar thing take interest turn express feel thief,Comedy
tt8459332,three mischiev colleg student end rescu traffick teenag end hide villag wada goon find,Comedy
tt8427098,mother stori never listen anymor,"Comedy,Drama,Family"
tt8424862,social awkward midwestern woman inherit porn studio plan take money run dead father band misfit forc face fear learn misfit peopl toowhen social awkward midwestern woman inherit san diego porn studio plan take money run back reclus exist dead father band misfit forc face fear learn misfit peopl skin stori blanch fortysometh product minnesota would writer settl quiet predict life publish research minneapoli chang skin drive forc blanch longlost father spike born entrepreneur made small fortun lasan diego porn industri spike dead nt keep guid blanch strang journey one chapter time dvd left behind,Comedy
tt8420254,bigfoot loos make headlin rural alabama stake get rais outdoor enthusiast bo mcgraw clumsili attempt captur elus creatur,Comedy
tt8416844,week event paper carbon copi princess construct goe rogu take paper armi action spark citywid panic impend paper war,Comedy
tt8377070,colleg freshman tri win back exgirlfriend calam despit best effort lesbian roommat,"Comedy,Drama"
tt8368346,two teenag tri make last hour year,Comedy
tt8355326,zero budget filmmak live basement want make first featur film comedi two old friend misadventur wait take train racetrack film stop even get start find ca nt afford town permit fee film train platform bench ca nt even sell car start issu rais fund left imagin movi could play head doll,Comedy
tt8331668,world immort achiev drink alcohol sex parti everi night three friend hundr nt look day eighteen tri hold onto youth face rapidli chang world,"Comedy,Drama,Family"
tt8258296,hero destini taken task protect mexico danger new batch recruit start trial see join meanwhil old enemi seek vengeanc dark place destini prevail,"Adventure,Comedy,Fantasy"
tt8254452,could disappear simpl cat lead biggest financi crisi time french documentari filmmak thoma lafit went look answer film marvin case thu explor one incred stori st centuri,Comedy
tt8244262,live london year actress jo murphi back dublin everyon expect make expect make back dublin tri hide fact live home mother work back old greasi cinema cinelux slimebal manag jo outgrown old friend outgrown jo want go camp birthday one go actor stoney live dublin never left stoney brokenheart exgirlfriend owe druggylandlord lot money hash rent stoney money chuck dole jo stoney old act comrad bump ad audit jo ask stoney go spa weekend lie want go camp landlord hot heel stoney jump chanc spa weekend roadtrip countrysid stoney landlord unbeknownst tail chao ensu find real reason jo back london,Comedy
tt8204310,josh brennan get marri palm spring love saturday afternoon howev night becom drunken drugfuel riot friend gerri arriv furiou invit say pleas refrain wear bright color bold pattern struggl equal realli want lose cocain left,Comedy
tt8188648,hilari comedi four hairstylist make live busi salon diva also build friendship bond broken,Comedy
tt8171756,blend bizarr banal quirki look life remot place cutoff modern world,"Comedy,Drama"
tt8137788,two hollywood produc tri save die career creat blockbust old movi warp imagin nt know mine creativ technolog idea film product year shot seven state includ washington dc linklat eat heart homag galor next rocki horror,Comedy
tt8111654,mismatch opposit detract mismatch comedi set studio small independ product compani creat test tape potenti realiti show pilot pilot follow tradit script instead pair contest type confront rather attract caus mismatch opposit detract contest goth workahol soror girl conspiratist knowit player gossip tweener sport guy compuls liar cheapskat hippi chick,Comedy
tt8079886,simon quest simon gay werewolf must come term condit order start date els condemn life alon set world wherein monster start becom publicli known treatment much compar way lgbtq commun treat late us accept commun fierc hate other,"Comedy,Drama,Fantasy"
tt8070068,flea comedi day life flea market manag set indoor flea market quentin parker must deal custom vendor boss struggl surviv one day job,Comedy
tt8036826,eugenio real state salesman face middl life crisi corner boss demand girlfriend co worker decid parti night forget least one night alon drunk stumbl look like teapot end power grant three wish eugenio drunk make sens happen mess wish bring hilari chao alreadi chaotic life,Comedy
tt8016572,sequel movi mummi dearest movi tell stori young man chijiok chinda sent home town port harcourt head compani projectknow becom success life decid propos girlfriend boma koko giant move boma begin assum posit prospect wife natur sit well chijiok mum rose chinda henc attent tussl ensu ladi culmin chijiok boma big wed,Comedy
tt9630184,snow white seven dwarf one popular fairi tale featur variou element includ beauti princess snow white stepmoth snow white magic mirror magic appl glass coffin princ seven dwarf,Animation
tt9591836,join finn dragon haldor voic kj schrock fli air oneofthekind adventur classic bedtim stori along way time finn haldor enjoy incred classic tale book dragon,Animation
tt9114282,memento civita anim stop motion film tell stori stuf anim insid world problem societi repres extravag charact structur continu look existenti memento civita mean essenc rememb societi titl allus look fault human speci reproduc repeat cyclic urg viewer go back see fail rethink mistak reflect issu rais,"Adventure,Animation,Fantasy"
tt9070758,boy end underground world inhabit mutant creatur start adventur full danger rock nrollthi stori hector boy get kick band cool enough way home upset happen fall hole end underground world inhabit mani strang creatur weird place go find everyth look true friend rock nroll band care stereotyp passion music underunderground togeth lot fun adventur tri help hector find way back home toler divers companionship selfknowledg valu rock star hero learn order respect love underground,Animation
tt8840234,patu ancient legend rapa nui cultur pass gener gener oral written narr danc song bodi paint thread game first fiction spoken nativ languag rapa nui perform local peopl,"Animation,Drama,Fantasy"
tt8502616,stori man food servic learn view peopl food servic indusri,Animation
tt7973342,pet sit discuss like pet watch funni anim videoswhen pooch name jerri sassi cat name mandi squeaker buddi frank parrot left home alon pet owner go work watch funni pet tv three friend go decid funniest craziest wackiest pet anim kingdom sequel funni life pet purrfect movi pet lover,Animation
tt7637836,dog world dog world dawg dysfunct famou music group whose mission creat great music spread goodwil peac love howev everywher travel play concert gig strang mysteri draw adventur stori ladi friend silvia troubl alex lead singer love convinc band member help save silvia evil rich mogul kidnapp littl magic wizard friend orpheu father melodi believ efficaci song voic magic rescu silvia celebr put music concert rais enough money open kill ranch less fortun dog,"Animation,Comedy,Musical"
tt7575660,fifi lili back fun anoth amaz underwat adventur fishtal reef join trigger seahors kiki pufferfish favorit teacher professor shark travel locat sea meet new incred charact along way,Animation
tt7575642,adventur goe terribl wrong caus fish chang prioriti caus citi wonder town hero,Animation
tt7575534,barney owl meet scout axl barney goe journey pair imagin land place anyth possibl charact tell stori demonstr stori come also creativ process,Animation
tt7575480,intergalact space explor travel earth meet penguin learn arctic,Animation
tt5251862,detect upcom bangladeshi comput anim fantasysuspens film creation direct tapan ahm produc jaaz multimediath film base rabindranath tagor short stori namedetect first anim film produc jaaz multimedia expens anim film produc bangladesh featur voic arifin shuvoo nusrat faria ali raz film explor life polic detect,Animation
tt9310460,coconut littl dragon goe summer camp adventur turn disast wild water dragon carnivor plant come along creat chaosthi go best holiday ever coconut littl dragon thrill go summer camp best friend oscar matilda due wild water dragon carnivor plant adventur wish turn tougher expect,"Adventure,Animation,Comedy"
tt8165450,young jeni find collect penni real miracl first thrill evil circu ladi maybel fortun teller tri steal find quickli sometim judg person first sightnot sinc wizard oz sound music anim perfectli craft young heart mind two penni circu strong men heart gold ringmast great compass wisdom beani brother circu scrap tri pickup whatev show tornado belt great depress leav jeni mage bring real sparkl mix two found treasur indian head penni miracl transform live well song like miracl bottl poppin corn littl bear easi see two penni one rememb movi centuri,Animation
tt9472442,bams friend go quest find thunderbel ingredi make bams strong meanwhil reinard pretend good guy supplant bams hero town win affect mickelina,"Animation,Family"
tt8255452,power king nearli lost famili due snow queen evil deed find way ban magic world possessor magic power trap mirrorland one stop keep fairytal world gerda biggest power magic faith kind friendship gerda new adventur help troll pirat even snow queen,"Adventure,Animation,Comedy"
tt7419412,citi rich cultur person selfpromot extrovert two seemingli happi stranger share one thing common wellhidden debilit symptom anxieti depress distort bodi imag,"Adventure,Animation,Comedy"
tt10837312,two chicken start new chapter live learn mysteri martial art train obviou nt exactli fit evil weasel threaten chicken way life town band togeth defeat,Animation
tt8483272,young mole must tri achiev imposs dream becom footbal order save hometown gold mine greedi supervillain known bossmungo morrison young mole due begin work proud father side hometown legendari gold mine best friend excit mine mungo secretli dream becom profession footbal howev desper upset father well small mole unabl play footbal bright light mungo sadli resign life miner mine forc shut mysteri accid evil goldobsess supervillain known boss attempt bulli townsfolk sell mine odd littl help whacki friend mungo begin epic adventur thrill laugh action peril hurtl toward wild cup footbal final russia final breathtak showdown boss,"Adventure,Animation,Comedy"
tt9625242,evil steal water buenaventura kidnap sara samuel friend board power knowledg engin set danger adventur epic proport lead distant deadli world call antar,Animation
tt9069646,rubber scissor pencil leav desk live stop bear plan destroy,"Animation,Comedy,Family"
tt8595434,coupl kid trap insid retro grindhous carniv terror,"Adventure,Animation,Comedy"
tt8560130,space guardian reunit battl villain space moos tar tar third,Animation
tt8925540,spectacular sled race villag frankiefourey team includ sophi driver take newcom mysteri conceit zac athlet cousin charli fantast sled design franki disintegr right cross finish line bitter loss franki refus accept might made build mistak togeth friend manag prove zac cheat race franki demand rematch zac accept condit franki build entir new race track franki friend build spectacular race track zac realiz worthi oppon rais stake even corner franki bet barn two team prepar race day zac scrupl cheat even weight outcom race favor franki team surpris store himreadi set snow franki sophi challeng newcom zac charli epic sled race break right finish line convinc zac cheat franki demand rematch rais stake bet team clubhous franki gang build spectacular new race track stage set biggest race season,"Adventure,Animation,Comedy"
tt3076510,world threaten evil supervillain teenag mentor team stop himin world supervillain evil scheme global domin someon take trash welcom world henchmen third class freshfac new recruit join union evil assign motley crew bluecollar worker led fallen henchmen hank kid accident steal super villain ultim weapon hank must break risknoth code save boy befriend even mean becom one thing alway avoid hero,"Animation,Comedy"
tt8001346,getafixpanoramix decid time pass magic potion recip young trustworthi druid look gaul asterix obelix demonix get recipefollow fall mistleto pick druid panoramix decid time secur futur villag accompani astrix obelix undertak travel gallic world search talent young druid transmit secret magic potionwhen druid panoramix fall tree floor break foot decid find young successor teach secret magic potion keep villag protect travel gaul astrix oblix young apprentic pectin seek good druid learn secret meanwhil evil sulfurix becom advisor ambiti teleferix expect learn secret magic potion negoti cesar roman troop attack villag protect gallic women,"Adventure,Animation,Comedy"
tt9424462,larri reindeer think fill santa shoe get bargain wick grump accompani robot sidekick clank cast spell allow larri switch place santa futur christma rest one simpl mind reindeer hoov,"Animation,Fantasy,Horror"
tt9013842,christma fli north pole santaland santa readi tell cozi christma stori reindeer pal featur classic christma tale includ bird christma christma snow mani get fire go enjoy memor christma loveabl stori whole famili,Animation
tt9416854,ebenez scroog get visit ghost christma past present yet come work order chang greedi way,Animation
tt9647330,path gift femal student cellist autist teenag polic offic prostitut teacher dog entwin night human head discov attempt crack intrigu case lead keyword start letter investig continu complex live hong kong peopl desper face local immigr live hong kong today slowli uncov suspens multifari hong kong stori reveal,"Animation,Crime,Drama"
tt9334162,swamp fill magic creatur shrek agre rescu princess fiona villain lord order get land back,"Adventure,Animation,Comedy"
tt9348974,stori special need peopl uniqu special way,Animation
tt9349046,year worth anim mad stitch togeth form singl stream nightmar conscious wealth unseen materi well familiar classic remast rejig reanim nugget,Animation
tt9296694,look like nt plot summari titl yet first contribut click edit page button bottom page learn plot summari submiss guid,"Animation,Family"
tt8426154,gener hotdog assembl new pup recruit boobear piper learn know fascin world dog two pup jump plane go amaz learn adventur around globe guid knowital friend scuzzi bot,Animation
tt8426112,dive pondemonium pond whole new adventur joe favorit pond critter back bartl bee cosmo get heap troubl whole pond come togeth help save day end import thing love friendship,Animation
tt8425332,spirit realm oogway fight bull adversari name kai defeat kung fu master realm taken chi oogway ensnar chi stolen warn kai dragon warrior po stop kai take challeng steal dragon warrior chi return mortal realm meanwhil master shifu announc retir teach pass role teacher po initi excit po realiz teach kung fu easi anticip furiou five injur result po demor failur shifu advis po instead tri teacher tri po return home meet panda li realiz longlost biolog father quickli bond much jealousi po adopt father mr ping,Animation
tt9266104,morn march koyomi wash face feel like shadow mirror look touch mirror without think fall revers world go back real world,"Animation,Fantasy"
tt9266078,seven year father die battl anemon find battlefield fell,"Action,Animation,Sci-Fi"
tt9252926,stori life expect,Animation
tt2709692,grumpi grinch plot ruin christma villag whovillefor eighth fulli anim featur illumin univers pictur present grinch base dr seuss belov holiday classic grinch tell stori cynic grump goe mission steal christma heart chang young girl gener holiday spirit funni heartwarm visual stun univers stori spirit christma indomit power optim academi award nomine benedict cumberbatch lend voic infam grinch live solitari life insid cave mt crumpet loyal dog max compani cave rig invent contrapt daytoday need grinch see neighbor whovil run food year christma disrupt tranquil solitud increasingli bigger brighter louder celebr who declar go make christma three time bigger year grinch realiz one way gain peac quiet must steal christma decid pose santa clau christma eve even go far trap lackadais misfit reindeer pull sleigh meanwhil whovil cindyl young girl overflow holiday cheer plot gang friend trap santa clau make christma eve round thank help overwork singl mother christma approach howev goodnatur scheme threaten collid grinch nefari one cindyl achiev goal final meet santa clau grinch succeed silenc who holiday cheer find christma season town whovil humanlik creatur call who fill excit celebr christma one nt amus cantanker green fur creatur call grinch heart two size small live cave top mount crumpit north whovil grinch friend loyal pet dog max visit whovil grinch need buy food bad thing meanwhil yearold cindi lou notic mother donna overwork tri take care twin infant brother buster bean first decid send letter santa clau help mother encount grinch sarcast say talk santa facetofac eventu decid tri trap santa help friend,"Animation,Family,Fantasy"
